pub,主题码,主题名,标题_中文,country,year
CN120085760B,C13,多模态神经交互评估,-,中国,2025
CN120130925A,C13,多模态神经交互评估,一种基于虚拟现实环境的智能认知评估方法及系统,中国,2024
CN120242328A,C13,多模态神经交互评估,一种闭环神经调控方法、设备、介质和程序产品,中国,2025
CN120340895A,C13,多模态神经交互评估,-,中国,2025
CN120585287A,C13,多模态神经交互评估,一种集成多模态生理数据的认知障碍风险识别装置和方法,中国,2025
CN120585287B,C13,多模态神经交互评估,一种集成多模态生理数据的认知障碍风险识别装置和方法,中国,2025
CN120849913A,C13,多模态神经交互评估,-,中国,2025
CN121287143A,C13,多模态神经交互评估,-,中国,2025
CN121287145A,C13,多模态神经交互评估,一种多模态信号融合的情绪识别方法,中国,2025
CN121730843B,C13,多模态神经交互评估,一种多模态协同的认知改善振荡诱发神经调控方法及装置,中国,2025
CN122263043A,C13,多模态神经交互评估,一种基于非侵入式脑机接口多模态数据采集分析方法机系统,中国,2026
EP2964084A4,C13,多模态神经交互评估,多模态形状因素的生理脑健康的评估,欧洲专利局,2014
EP4084861A1,C13,多模态神经交互评估,脑刺激与感知,欧洲专利局,2020
EP4289115A1,C13,多模态神经交互评估,一种双向音视频通信平台的警觉性和质量交互管理装置及流程,欧洲专利局,2022
EP4482392A4,C13,多模态神经交互评估,用于使用认知测试的闭环经颅光生物调节刺激的可佩戴设备的方法和装置,欧洲专利局,2023
IN202521049991A,C13,多模态神经交互评估,基于物联网、利用深度神经网络模型检测人类情绪的系统,印度,2025
IN202541056438A,C13,多模态神经交互评估,使用机器学习对面部诱发的大脑反应进行多模态分析,印度,2025
JP2010522941A,C13,多模态神经交互评估,营销和娱乐效率分析,日本,2008
JP2016513497A,C13,多模态神经交互评估,各种形状的脑电生理健康评估相关元件,日本,2014
KR101910021B1,C13,多模态神经交互评估,科学调查装置,韩国,2017
KR102275436B1,C13,多模态神经交互评估,用于实时情感识别的图像与脑电信号融合技术,韩国,2020
KR20160055103A,C13,多模态神经交互评估,用于脑健康的多模态生理刺激和评估的系统及特征,韩国,2014
US10679241B2,C13,多模态神经交互评估,使用中枢神经系统，自主神经系统和效应器数据分析营销和娱乐效果,美国,2018
US10779747B2,C13,多模态神经交互评估,用于大脑健康的多模态生理刺激和评估的系统及特征,美国,2014
US11141088B2,C13,多模态神经交互评估,基于深度神经网络识别心理行为属性的电子设备,美国,2018
US12102434B2,C13,多模态神经交互评估,用于估计用户对刺激响应的系统,美国,2020
US12214140B2,C13,多模态神经交互评估,具有实时情绪状态分析和符号语言通信的自适应数字治疗系统,美国,2024
US20080045853A1,C13,多模态神经交互评估,用于确定脑状态的方法和装置,美国,2003
US20090024049A1,C13,多模态神经交互评估,中枢神经系统、自主神经系统和效应器数据跨模态合成,美国,2008
US20090025023A1,C13,多模态神经交互评估,使用神经响应测量的多市场计划和商业响应监视系统,美国,2008
US20090030303A1,C13,多模态神经交互评估,使用同步脑电图(EEG)和功能磁共振成像(FMRI)进行观众反应分析,美国,2008
US20090063256A1,C13,多模态神经交互评估,消费者体验刻画效果评估系统,美国,2008
US20090234419A1,C13,多模态神经交互评估,选择性神经刺激治疗癫痫,美国,2009
US20150273206A1,C13,多模态神经交互评估,调整刺激神经和肌肉电极位置的方法和装置,美国,2015
US2016015289A1,C13,多模态神经交互评估,用于脑健康多模态生理评估的外形因素,美国,2014
US20170147578A1,C13,多模态神经交互评估,生理结果的反相关,美国,2015
US20170258389A1,C13,多模态神经交互评估,神经分析、神经诊断和治疗工具,美国,2017
US2018184964A1,C13,多模态神经交互评估,用于多模态生理周期性生物标志物评估的系统和方法,美国,2015
US20230127669A1,C13,多模态神经交互评估,神经肛门YTIC、神经诊断和治疗工具,美国,2022
US20260141815A1,C13,多模态神经交互评估,基于学习者情感引导下的脑机耦合的代理同理心反应方法,美国,2026
US4974602A,C13,多模态神经交互评估,用于分析生物组织复合物中局部生物电流的装置,美国,1989
US7548775B2,C13,多模态神经交互评估,颅内神经接口系统,美国,2004
US8078252B2,C13,多模态神经交互评估,颅内神经接口系统,美国,2010
US8494610B2,C13,多模态神经交互评估,基于脑磁图的营销娱乐效果分析,美国,2008
US8635105B2,C13,多模态神经交互评估,消费者体验刻画效果评估系统,美国,2008
WO2016069058A1,C13,多模态神经交互评估,用于诊断和识别精神及情绪障碍的神经特征的方法,世界知识产权组织,2015
WO2019173558A1,C13,多模态神经交互评估,通过气味，听觉和/或体感刺激测量神经功能的系统和方法,世界知识产权组织,2019
WO2022169424A1,C13,多模态神经交互评估,用于在双向音频-视频通信平台中管理警觉度和质量交互的装置和方法,世界知识产权组织,2022
WO2023097240A1,C13,多模态神经交互评估,多模态生物识别人机接口耳机,世界知识产权组织,2022
WO2023100053A1,C13,多模态神经交互评估,用于无干扰地可再现地产生和检测多感觉联觉EEG数据以及用于以整合的方式分析和存档多感觉联觉EEG数据的技术装置和方法,世界知识产权组织,2022
WO2023161861A1,C13,多模态神经交互评估,用于使用认知测试的闭环经颅光生物调节刺激的可穿戴设备的方法和装置,世界知识产权组织,2023
WO2026060925A1,C13,多模态神经交互评估,一种用于治疗脑部的目标部位相关的疾病的经颅物理刺激装置,世界知识产权组织,2025
CA2675507C,C14,脑电信号采集处理,基于脑波信号处理系统定量评估精神状态的方法和设备,加拿大,2007
CN104434092A,C14,脑电信号采集处理,一种集成有无线数据传输模块的脑电图检测仪,中国,2014
CN104503571A,C14,脑电信号采集处理,基于脑机接口的意念采集装置、电话终端及系统,中国,2014
CN106073768A,C14,脑电信号采集处理,人脑皮层神经电信号高灵敏度无创性探测及分析处理系统,中国,2016
CN106725464B,C14,脑电信号采集处理,-,中国,2017
CN108433721A,C14,脑电信号采集处理,基于虚拟现实的脑功能网络检测和调控的训练方法及系统,中国,2018
CN108852350A,C14,脑电信号采集处理,一种基于深度学习算法的头皮脑电图致痫区的识别与定位方法,中国,2018
CN108852350B,C14,脑电信号采集处理,一种基于深度学习算法的识别与定位头皮脑电图致痫区的建模方法,中国,2018
CN110188836A,C14,脑电信号采集处理,一种基于变分自编码器的脑功能网络分类方法,中国,2019
CN110236534A,C14,脑电信号采集处理,一种基于脑电相关性网络弹性的专注力评估方法,中国,2019
CN110236534B,C14,脑电信号采集处理,一种基于脑电相关性网络弹性的专注力评估方法,中国,2019
CN110399817A,C14,脑电信号采集处理,一种基于改进蝙蝠算法的eeg通道选择系统,中国,2019
CN110399817B,C14,脑电信号采集处理,一种基于改进蝙蝠算法的eeg通道选择方法,中国,2019
CN111046764A,C14,脑电信号采集处理,-,中国,2019
CN111343917A,C14,脑电信号采集处理,用于托管对高分辨率脑电图数据的移动访问的方法,中国,2018
CN111867448A,C14,脑电信号采集处理,用于计算脑活动的指示的方法和系统,中国,2018
CN113297442A,C14,脑电信号采集处理,基于web可视化平台的EEG实时交互分析系统和实时交互分析方法,中国,2020
CN113392733A,C14,脑电信号采集处理,基于标签对齐的多源域自适应跨被试EEG认知状态评估方法,中国,2021
CN113392733B,C14,脑电信号采集处理,基于标签对齐的多源域自适应跨被试EEG认知状态评估方法,中国,2021
CN113589941B,C14,脑电信号采集处理,一种脑机接口系统,中国,2021
CN113900520A,C14,脑电信号采集处理,一种虚拟现实多感知交互装置及方法,中国,2021
CN114003129A,C14,脑电信号采集处理,一种基于非侵入式脑机接口的意念控制虚实融合反馈方法,中国,2021
CN114896573A,C14,脑电信号采集处理,一种基于云平台的脑电实验数据可视化管理系统,中国,2022
CN115061567A,C14,脑电信号采集处理,防眩晕方法、装置、存储介质、处理设备及虚拟现实设备,中国,2022
CN115381454A,C14,脑电信号采集处理,高密脑电图帽、头皮和脑内脑电信号同步采集装置及方法,中国,2022
CN115381454B,C14,脑电信号采集处理,高密脑电图帽、头皮和脑内脑电信号同步采集装置及方法,中国,2022
CN115844325A,C14,脑电信号采集处理,一种面向超扫描应用的分布式fNIRS脑功能成像系统,中国,2022
CN115844325B,C14,脑电信号采集处理,一种面向超扫描应用的分布式fNIRS脑功能成像系统,中国,2022
CN115904084A,C14,脑电信号采集处理,信息互动方法、系统、存储介质、处理器及设备,中国,2022
CN115904084B,C14,脑电信号采集处理,信息互动方法、系统、存储介质、处理器及设备,中国,2022
CN117075741A,C14,脑电信号采集处理,一种意识交互沟通方法及系统,中国,2023
CN117075741B,C14,脑电信号采集处理,一种意识交互沟通方法及系统,中国,2023
CN118576224A,C14,脑电信号采集处理,-,中国,2024
CN118723920A,C14,脑电信号采集处理,基于行列寻址的高密度柔性神经电极阵列制造方法,中国,2024
CN118830845A,C14,脑电信号采集处理,一种基于EEG功能脑网络的抑郁症辅助诊断方法,中国,2024
CN119165965A,C14,脑电信号采集处理,-,中国,2024
CN119165965B,C14,脑电信号采集处理,-,中国,2024
CN119847336A,C14,脑电信号采集处理,一种基于脑电信号的中文连续语言文本重建方法,中国,2024
CN119847336B,C14,脑电信号采集处理,一种基于脑电信号的中文连续语言文本重建方法,中国,2024
CN120045917A,C14,脑电信号采集处理,一种基于多任务学习的eeg情绪识别与情绪障碍检测方法、装置、设备及介质,中国,2025
CN120162567A,C14,脑电信号采集处理,一种基于跨任务迁移学习的脑电信号特征增强与表征方法及系统,中国,2025
CN121144800A,C14,脑电信号采集处理,-,中国,2025
CN121524719A,C14,脑电信号采集处理,一种基于内在可塑性脉冲神经网络的情绪识别方法及系统,中国,2025
CN121943344A,C14,脑电信号采集处理,-,中国,2025
CN204765635U,C14,脑电信号采集处理,一种功能核磁共振和脑电同步采集脑信号装置,中国,2015
CN204863182U,C14,脑电信号采集处理,一种运动想象EEG和fNIRS同步采集脑信息装置,中国,2015
CN216394070U,C14,脑电信号采集处理,工作记忆头皮脑电图与功能性近红外光谱同步采集装置,中国,2021
EP2613222A4,C14,脑电信号采集处理,意图传达支持装置及方法,欧洲专利局,2011
EP3320480A1,C14,脑电信号采集处理,构建表示多个脑网络动态重组的数据结构的方法、相应设备和程序,欧洲专利局,2016
EP3718473A4,C14,脑电信号采集处理,脑内网络活动估计系统，脑内网络活动估计方法，脑内网络活动估计程序和学习的脑活动估计模型,欧洲专利局,2018
IN202521026664A,C14,脑电信号采集处理,一种可穿戴式脑机接口耳机,印度,2025
IN202531120857A,C14,脑电信号采集处理,彩色视觉诱发电位控制的脑机接口拼写器,印度,2025
JP2012183215A,C14,脑电信号采集处理,分析系统，脑电图分析装置和程序,日本,2011
JP4465414B2,C14,脑电信号采集处理,一种方法用于控制该装置使用所述脑和脑接口系统,日本,2009
KR102113684B1,C14,脑电信号采集处理,利用脑电波分析缓解虚拟现实晕动症的方法、虚拟现实显示设备和用于执行该方法的计算机可读介质,韩国,2018
KR20170074427A,C14,脑电信号采集处理,使用干电极的脑电图测量装置和方法,韩国,2015
KR20200036209A,C14,脑电信号采集处理,用于深度学习的脑电图数据增强方法及装置、执行该方法的记录介质,韩国,2018
KR20200091261A,C14,脑电信号采集处理,电子设备和诱导睡眠的方法,韩国,2019
KR20210033870A,C14,脑电信号采集处理,用于控制运动的装置和方法,韩国,2019
KR20240116093A,C14,脑电信号采集处理,使用人工神经网络的基于脑电图的用户认证方法和装置,韩国,2023
RU226130U1,C14,脑电信号采集处理,移动式脑电图仪,俄罗斯,2024
US10413208B2,C14,脑电信号采集处理,脑电图监测系统及监测脑电图的方法,美国,2011
US10668283B2,C14,脑电信号采集处理,脑刺激工具配置,美国,2015
US11432757B2,C14,脑电信号采集处理,用于托管对高分辨率脑电数据的移动访问的方法,美国,2018
US11701053B2,C14,脑电信号采集处理,高分辨率脑电数据移动访问托管方法,美国,2022
US12380193B2,C14,脑电信号采集处理,用于识别神经活动的机器学习模型的用户校准及其应用,美国,2024
US12386938B2,C14,脑电信号采集处理,使用与神经活动相关的生物特征模板进行认证及其应用,美国,2024
