pub,title,title_zh,摘要_中文,申请日,app_year,country,pub_date,主IPC分类号,IPC分类号,数据来源,是否主路径
AU2015328575B2,Devices and methods to use power spectrum or signal association for pain management,使用功率谱或信号关联的装置和方法用于控制疼痛,本发明公开了一种电刺激系统，包括处理器，其经配置和设置成(i)获得患者的生物信号信息，(ii)至少一种刺激参数的改变响应于电刺激系统的生物信号，和(iii)将电刺激电流至一个或多个选择的电极，所述电刺激系统的使用至少一种刺激参数。在一些实施方案中，该生物信号的功率谱确定。在一些实施例中，包括至少两个不同的生物信号的生物信号测量在同一或不同位置上的病人，相干性，相关性，或两个之间的关联曲线的确定。,2015-09-22,2015.0,AU,2018-07-19,A61N1/36,A61N1/36; A61B5/374,incoPat,False
US2015045642A1,Wireless Recording and Stimulation of Brain Activity,脑活动的无线记录和刺激,硬膜下阵列无线传输皮层电图记录，穿过患者的颅骨，使得用于手术放置阵列的颅骨切开术可以完全闭合。在各种实施例中，阵列还响应命令，将信号模式应用于患者的大脑以用于诊断和治疗目的。,2014-08-21,2014.0,US,2015-02-12,A61N1/05,A61N1/05; A61B5/0478; A61N1/36,BCI,False
US7890185B2,Treatment of disorders by unidirectional nerve stimulation,通过单向神经刺激治疗疾病,本发明提供了一种用于治疗对象的病症的装置。 一个电极装置适于耦合到受试者的纵向神经组织，以及一个控制单元适于驱动该电极装置向该神经组织施加一个电流，该电流能够感应在该神经组织中沿第一方向传播的动作电位，从而治疗该病症。 控制单元还适于抑制动作电位在与第一方向相反的第二方向上在神经组织中传播。,2003-11-25,2003.0,US,2011-02-15,A61N1/00,A61N1/00; A61N1/36,incoPat,False
US8831750B2,Ear implant electrode and method of manufacture,耳植入物电极和制造方法,描述了一种用于诸如耳蜗植入物(CI)和前庭植入物(VI)的耳朵植入物系统的新型电极阵列。 电极阵列包括用于承载电刺激信号的电极线。 在每个电极线的末端是电极刺激触点，用于将电刺激信号施加到相邻的神经组织。 弹性材料的电极载体包封电极导线并具有外表面，该外表面具有暴露刺激触点的多个触点开口。 多个弯曲控制元件沿电极阵列的长度分布，以根据弯曲半径阈值来控制电极阵列的弯曲柔性，弯曲半径阈值小于弯曲半径阈值时大于弯曲半径阈值，弯曲半径阈值大于弯曲半径阈值时小于弯曲半径阈值。,2013-05-03,2013.0,US,2014-09-09,A61N1/05,A61N1/05,incoPat,False
US11612751B2,Stimulation configuration variation to control evoked temporal patterns,控制诱发的时间模式的刺激配置变化,本发明公开了用于为可植入医疗装置编程刺激参数的方法和系统，所述可植入医疗装置用于神经调节，例如脊髓刺激(SCS)。 所述刺激参数定义用户配置的波形，所述波形至少具有第一相位和第二相位，所述第一相位具有第一极性，所述第二相位具有第二极性，其中所述第一相位和所述第二相位由相间间隔(IPI)分开。 通过递送具有不同IPI、刺激几何形状和其他波形设置的用户配置的波形，可以获得背柱纤维的治疗性异步激活。,2020-01-13,2020.0,US,2023-03-28,A61N1/36,A61N1/36; A61B5/24; A61N1/02; A61N1/05,incoPat,False
US20140058481A1,NEURAL STIMULATOR SYSTEM,神经刺激器系统,一种用于调节患者体内可兴奋组织的可植入神经刺激器方法，包括 : 将神经刺激器植入患者体内，使得神经刺激器的一个或多个电极定位在邻近或靠近可兴奋组织的目标位置； 利用位于患者身体外部且与患者身体间隔开的控制器模块产生输入信号； 通过电辐射耦合将所述输入信号传输到所述神经刺激器； 将所述输入信号转换为所述神经刺激器内的电脉冲； 以及向可兴奋组织施加足以调制所述可兴奋组织的电脉冲。,2013-10-31,2013.0,US,2014-02-27,A61N1/372,A61N1/372,incoPat,False
WO2020095111A1,METHODS AND SYSTEMS FOR SENSING BALANCE BETWEEN NEURONAL ACTIVITY INPUTS AND PATHWAYS AND NEUROMODULATION,用于感测神经元活动输入和路径之间的平衡以及神经调节的方法和系统,本发明提供了用于治疗患者的神经障碍的方法。 本发明提供了用于向脑施加电刺激的系统。 所述方法和系统利用一个或多个传感器分别测量脑在第一和第二感兴趣皮层区域处的第一和第二神经元活动信号。 所述方法和系统确定所述第一和第二神经元活动信号之间的定量关系，并获得平衡关系，所述平衡关系指示所述第一和第二感兴趣皮层区域处的神经元活动之间的选择平衡水平。 所述方法和系统将所述定量关系与所述平衡关系进行比较，以确定所述定量关系是否指示存在病理性神经病症，并且响应于所述定量关系指示存在病理性神经病症，向脑中的一个或多个部位施加电刺激。 存在病理性神经病症。,2019-11-06,2019.0,WO,2020-05-14,A61B5/04,A61B5/04; A61N1/05; A61N1/36,incoPat,False
US12070603B2,Neural feedback assisted DBS,神经反馈辅助DBS,公开了用于使用感测到的诱发神经反应来通知神经刺激治疗的方面的方法和系统。可以在向患者的神经组织提供电刺激期间记录电信号。可以使用一个或多个分类标准来处理和分析电信号，以确定电信号是否包含感兴趣的神经反应。这种神经反应的实例包括本质上是振荡的和/或共振的诱发神经反应。如果电信号包括这种感兴趣的响应，则可以从信号中提取一个或多个特征并且将其用作用于通知神经刺激治疗的方面的生物标记，例如指导引线放置、优化刺激参数、刺激的闭环反馈控制等。本文描述的各种方法和系统在多位点刺激范例的背景下特别相关，例如协调重置神经调节。,2022-02-09,2022.0,US,2024-08-27,A61N1/00,A61N1/00; A61N1/05; A61N1/36,incoPat,False
US8412335B2,Systems and methods for automatically optimizing stimulus parameters and electrode configurations for neuro-stimulators,用于自动优化神经刺激器的刺激参数和电极配置的系统和方法,用于自动优化刺激参数和/或电极配置以向患者提供神经刺激的系统和方法，该系统包括电极阵列，该电极阵列具有配置成植入患者体内的支撑构件和由支撑构件承载的多个治疗电极。 所述系统还可以具有脉冲系统和感测装置，所述脉冲系统可操作地耦合到所述治疗电极以将刺激递送到所述治疗电极，所述感测装置被配置为附接到所述患者的感测位置。 感测装置响应于刺激产生响应信号。 该系统还可以包括控制器，该控制器生成定义由脉冲系统递送的刺激的命令信号，评估来自感测装置的响应信号，并且确定要递送到治疗电极的治疗电极的期望配置和/或期望刺激。,2012-06-04,2012.0,US,2013-04-02,A61N1/36,A61N1/36; A61N1/05; A61N1/34; A61N1/375,incoPat,False
US20240285953A1,"INDIVIDUALLY CONTROLLED,  DUAL-ROLE MICRO-ELECTRODES",单独控制的双重作用微电极,公开了用于神经接口的系统和方法。在一个实施方式中，神经接口包括：神经探针，其被配置用于放置在大脑内；从所述神经探针延伸的至少一个信号引线；以及包括在所述神经探针上的感测组件，其中所述感测组件包括：定位在所述神经探针上的多个双作用电极，其中所述双作用电极中的每一个被配置成感测由所述脑中的一个或多个神经元生成的电信号并将基于所感测的电信号生成的一个或多个感测信号传送到所述至少一个信号引线，并且其中所述双作用电极中的每一个被配置成经由所述至少一个信号引线接收从刺激发生器选择性地递送的刺激信号。,2024-03-01,2024.0,US,2024-08-29,A61N1/36,A61N1/36; A61N1/05; A61N1/378,incoPat,False
US11738192B2,Neurostimulation device,神经刺激装置,本公开描述了一种可植入引线装置，其包括内部支撑梳。 支撑梳可以包括一个或多个面，所述一个或多个面使得能够对齐、布线和保持引线装置的内部导线。 支撑梳可以使导线能够互连到微电极膜，该微电极膜包括引线装置的电极。,2022-02-08,2022.0,US,2023-08-29,A61N1/05,A61N1/05; A61B90/00; A61N1/36,incoPat,False
US11266830B2,Neurostimulation device,神经刺激装置,本公开描述了一种包括内部支撑梳的可植入引线装置。 支撑梳可包括一个或多个面，所述一个或多个面使得能够对引线装置的内部导线进行对准，布线和保持。 所述支撑梳能够使所述导线与包括所述引线装置的电极的所述微电极膜互连。,2020-06-15,2020.0,US,2022-03-08,A61N1/05,A61N1/05; A61B90/00; A61N1/36,incoPat,False
US11344729B1,Method and device for feedback control of neural stimulation,用于神经刺激的反馈控制的方法和装置,一种利用反馈控制神经刺激的方法。 将神经刺激施加到神经通路上，以便在神经通路上产生被诱发的动作电位。 该刺激由至少一个刺激参数定义。 测量由刺激引起的神经复合动作电位响应。 从所测量的诱发响应导出反馈变量。 通过使用所述反馈变量来控制所述至少一个刺激参数值来完成反馈环路。 反馈环路自适应地补偿由电极相对于神经通路的运动引起的反馈环路增益的变化。,2021-11-22,2021.0,US,2022-05-31,A61N1/36,A61N1/36; A61N1/05,incoPat,False
US11464980B2,Method and device for feedback control of neural stimulation,用于神经刺激的反馈控制的方法和装置,一种利用反馈控制神经刺激的方法。 将神经刺激施加到神经通路上，以便在神经通路上产生被诱发的动作电位。 该刺激由至少一个刺激参数定义。 测量由刺激引起的神经复合动作电位响应。 从所测量的诱发响应导出反馈变量。 通过使用所述反馈变量来控制所述至少一个刺激参数值来完成反馈环路。 反馈环路自适应地补偿由电极相对于神经通路的运动引起的反馈环路增益的变化。,2022-04-20,2022.0,US,2022-10-11,A61N1/36,A61N1/36; A61N1/05,incoPat,False
JP2022521830A,Systems and methods for united devices installed at the bedside for temporary recording of intracranial EEG,用于临时记录颅内EEG的安装在床头的联合设备的系统和方法,本发明包括这样的系统和方法，其允许没有脑电图学领域训练的临床医师在床头插入和功能化单元化颅内电极阵列，通过特定的设计，将接地电极和参比电极定位在电“安静”位置，以记录持久，高保真的皮质内EEG。,2020-03-29,2020.0,JP,2022-04-12,A61B5/37,A61B5/37; A61B5/293; A61B5/374,incoPat,False
CN109645991A,Intelligent intracranial cortex electrode and electrocorticogram accurate-collection method thereof,一种智能颅内皮质电极及其精确采集皮质脑电的方法,本发明涉及一种智能颅内皮质电极，包括：“梳状”条/片电极阵列(Ⅰ)和智能电极接触状态检测器(Ⅱ)；所述“梳状”条/片电极阵列(Ⅰ)由m条相同的n点条形电极组成，包括“梳状”柔性基底(1)、嵌套在柔性基底(1)中的阵列电极(2)、埋置在柔性基底(1)中的电极丝(3)、用于包裹电极丝(3)的导联线套管(4)和电极输出插头(5)。各柔性基底(1)在“梳状”柔性基底(1)的“梳背”处连接，在“梳齿”处分离，有利于电极良好接触大脑皮质，并保持各电极间的相对位置固定。所述智能电极接触状态检测器(Ⅱ)连接“梳状”条/片电极阵列，能够实时检测电极与大脑皮质的接触状态，从而保证ECoG的精确采集。,2019-01-02,2019.0,CN,2019-04-19,A61B5/0478,A61B5/0478; A61B5/0476,incoPat,False
